Fecha,Ventas (€),Inversión Marketing (€),Región
2023-04-29,162000,8500,Este
2023-04-30,134000,7100,Oeste
2023-05-01,157000,8000,Norte
2023-05-02,148000,7700,Sur
2023-05-03,160000,8300,Este
2023-05-04,133000,7000,Oeste
2023-05-05,154000,7900,Norte
2023-05-06,146000,7600,Sur
2023-05-07,161000,8400,Este
2023-05-08,139000,7400,Oeste
2023-05-09,152000,7800,Norte
2023-05-10,148000,8100,Sur
2023-05-11,161000,8500,Este
2023-05-12,135000,7200,Oeste
2023-05-13,155000,8000,Norte
2023-05-14,149000,7900,Sur
2023-05-15,163000,8600,Este
2023-05-16,138000,7300,Oeste
2023-05-17,158000,8200,Norte
2023-05-18,150000,8000,Sur
2023-05-19,165000,8700,Este
2023-05-20,132000,7000,Oeste
2023-05-21,153000,7900,Norte
2023-05-22,147000,7800,Sur
2023-05-23,160000,8400,Este
2023-05-24,136000,7100,Oeste
2023-05-25,156000,8100,Norte
2023-05-26,151000,8000,Sur
2023-05-27,164000,8600,Este
2023-05-28,137000,7200,Oeste
2023-05-29,159000,8300,Norte
2023-05-30,149000,7900,Sur
2023-05-31,162000,8500,Este
2023-06-01,134000,7100,Oeste
2023-06-02,157000,8000,Norte
2023-06-03,148000,7700,Sur
2023-06-04,160000,8300,Este
2023-06-05,133000,7000,Oeste
2023-06-06,154000,7900,Norte
2023-06-07,146000,7600,Sur
2023-06-08,161000,8400,Este
2023-06-09,139000,7400,Oeste
2023-06-10,152000,7800,Norte
2023-06-11,148000,8100,Sur
2023-06-12,161000,8500,Este
2023-06-13,135000,7200,Oeste
2023-06-14,155000,8000,Norte
2023-06-15,149000,7900,Sur
2023-06-16,163000,8600,Este
2023-06-17,138000,7300,Oeste
2023-06-18,158000,8200,Norte
2023-06-19,150000,8000,Sur
2023-06-20,165000,8700,Este
2023-06-21,132000,7000,Oeste
2023-06-22,153000,7900,Norte
2023-06-23,147000,7800,Sur
2023-06-24,160000,8400,Este
2023-06-25,136000,7100,Oeste
2023-06-26,156000,8100,Norte
2023-06-27,151000,8000,Sur
2023-06-28,164000,8600,Este
2023-06-29,137000,7200,Oeste
2023-06-30,159000,8300,Norte
2023-07-01,149000,7900,Sur
2023-07-02,162000,8500,Este
2023-07-03,134000,7100,Oeste
2023-07-04,157000,8000,Norte
2023-07-05,148000,7700,Sur
2023-07-06,160000,8300,Este
2023-07-07,133000,7000,Oeste
2023-07-08,154000,7900,Norte
2023-07-09,146000,7600,Sur
2023-07-10,161000,8400,Este
2023-07-11,139000,7400,Oeste
2023-07-12,152000,7800,Norte
2023-07-13,148000,8100,Sur
2023-07-14,161000,8500,Este
2023-07-15,135000,7200,Oeste
2023-07-16,155000,8000,Norte
2023-07-17,149000,7900,Sur
2023-07-18,163000,8600,Este
2023-07-19,138000,7300,Oeste
2023-07-20,158000,8200,Norte
2023-07-21,150000,8000,Sur
2023-07-22,165000,8700,Este
2023-07-23,132000,7000,Oeste
2023-07-24,153000,7900,Norte
2023-07-25,147000,7800,Sur
2023-07-26,160000,8400,Este
2023-07-27,136000,7100,Oeste
2023-07-28,156000,8100,Norte
2023-07-29,151000,8000,Sur
2023-07-30,164000,8600,Este
2023-07-31,137000,7200,Oeste
2023-08-01,159000,8300,Norte
2023-08-02,149000,7900,Sur
2023-08-03,162000,8500,Este
2023-08-04,134000,7100,Oeste
2023-08-05,157000,8000,Norte
2023-08-06,148000,7700,Sur
2023-08-07,160000,8300,Este
2023-08-08,133000,7000,Oeste
2023-08-09,154000,7900,Norte
2023-08-10,146000,7600,Sur
2023-08-11,161000,8400,Este
2023-08-12,139000,7400,Oeste
2023-08-13,152000,7800,Norte
2023-08-14,148000,8100,Sur
2023-08-15,161000,8500,Este
2023-08-16,135000,7200,Oeste
2023-08-17,155000,8000,Norte
2023-08-18,149000,7900,Sur
2023-08-19,163000,8600,Este
2023-08-20,138000,7300,Oeste
2023-08-21,158000,8200,Norte
2023-08-22,150000,8000,Sur
2023-08-23,165000,8700,Este
2023-08-24,132000,7000,Oeste
2023-08-25,153000,7900,Norte
2023-08-26,147000,7800,Sur
2023-08-27,160000,8400,Este
2023-08-28,136000,7100,Oeste
2023-08-29,156000,8100,Norte
2023-08-30,151000,8000,Sur
2023-08-31,164000,8600,Este
2023-09-01,137000,7200,Oeste
2023-09-02,159000,8300,Norte
2023-09-03,149000,7900,Sur
2023-09-04,162000,8500,Este
2023-09-05,134000,7100,Oeste
2023-09-06,157000,8000,Norte
2023-09-07,148000,7700,Sur
2023-09-08,160000,8300,Este
2023-09-09,133000,7000,Oeste
2023-09-10,154000,7900,Norte
2023-09-11,146000,7600,Sur
2023-09-12,161000,8400,Este
2023-09-13,139000,7400,Oeste
2023-09-14,152000,7800,Norte
2023-09-15,148000,8100,Sur
2023-09-16,161000,8500,Este
2023-09-17,135000,7200,Oeste
2023-09-18,155000,8000,Norte
2023-09-19,149000,7900,Sur
2023-09-20,163000,8600,Este
2023-09-21,138000,7300,Oeste
2023-09-22,158000,8200,Norte
2023-09-23,150000,8000,Sur
2023-09-24,165000,8700,Este
2023-09-25,132000,7000,Oeste
2023-09-26,153000,7900,Norte
2023-09-27,147000,7800,Sur
2023-09-28,160000,8400,Este
2023-09-29,136000,7100,Oeste
2023-09-30,156000,8100,Norte
2023-10-01,151000,8000,Sur
2023-10-02,164000,8600,Este
2023-10-03,137000,7200,Oeste
2023-10-04,159000,8300,Norte
2023-10-05,149000,7900,Sur
2023-10-06,162000,8500,Este
2023-10-07,134000,7100,Oeste
2023-10-08,157000,8000,Norte
2023-10-09,148000,7700,Sur
2023-10-10,160000,8300,Este
2023-10-11,133000,7000,Oeste
2023-10-12,154000,7900,Norte
2023-10-13,146000,7600,Sur
2023-10-14,161000,8400,Este
2023-10-15,139000,7400,Oeste
2023-10-16,152000,7800,Norte
2023-10-17,148000,8100,Sur
2023-10-18,161000,8500,Este
2023-10-19,135000,7200,Oeste
2023-10-20,155000,8000,Norte
2023-10-21,149000,7900,Sur
2023-10-22,163000,8600,Este
2023-10-23,138000,7300,Oeste
2023-10-24,158000,8200,Norte
2023-10-25,150000,8000,Sur
2023-10-26,165000,8700,Este
2023-10-27,132000,7000,Oeste
2023-10-28,153000,7900,Norte
2023-10-29,147000,7800,Sur
2023-10-30,160000,8400,Este
2023-10-31,136000,7100,Oeste
2023-11-01,156000,8100,Norte
2023-11-02,151000,8000,Sur
2023-11-03,164000,8600,Este
2023-11-04,137000,7200,Oeste
2023-11-05,159000,8300,Norte
2023-11-06,149000,7900,Sur
2023-11-07,162000,8500,Este
2023-11-08,134000,7100,Oeste
2023-11-09,157000,8000,Norte
2023-11-10,148000,7700,Sur
2023-11-11,160000,8300,Este
2023-11-12,133000,7000,Oeste
2023-11-13,154000,7900,Norte
2023-11-14,146000,7600,Sur
2023-11-15,161000,8400,Este
2023-11-16,139000,7400,Oeste
2023-11-17,152000,7800,Norte
2023-11-18,148000,8100,Sur
2023-11-19,161000,8500,Este
2023-11-20,135000,7200,Oeste
2023-11-21,155000,8000,Norte
2023-11-22,149000,7900,Sur
2023-11-23,163000,8600,Este
2023-11-24,138000,7300,Oeste
2023-11-25,158000,8200,Norte
2023-11-26,150000,8000,Sur
2023-11-27,165000,8700,Este
2023-11-28,132000,7000,Oeste
2023-11-29,153000,7900,Norte
2023-11-30,147000,7800,Sur
2023-12-01,160000,8400,Este
2023-12-02,136000,7100,Oeste
2023-12-03,156000,8100,Norte
2023-12-04,151000,8000,Sur
2023-12-05,164000,8600,Este
2023-12-06,137000,7200,Oeste
2023-12-07,159000,8300,Norte
2023-12-08,149000,7900,Sur
2023-12-09,162000,8500,Este
2023-12-10,134000,7100,Oeste
2023-12-11,157000,8000,Norte
2023-12-12,148000,7700,Sur
2023-12-13,160000,8300,Este
2023-12-14,133000,7000,Oeste
2023-12-15,154000,7900,Norte
2023-12-16,146000,7600,Sur
2023-12-17,161000,8400,Este
2023-12-18,139000,7400,Oeste
2023-12-19,152000,7800,Norte
2023-12-20,148000,8100,Sur
2023-12-21,161000,8500,Este
2023-12-22,135000,7200,Oeste
2023-12-23,155000,8000,Norte
2023-12-24,149000,7900,Sur
2023-12-25,163000,8600,Este
2023-12-26,138000,7300,Oeste
2023-12-27,158000,8200,Norte
2023-12-28,150000,8000,Sur
2023-12-29,165000,8700,Este
2023-12-30,132000,7000,Oeste
2023-12-31,153000,7900,Norte
2024-01-01,147000,7800,Sur
2024-01-02,160000,8400,Este
2024-01-03,136000,7100,Oeste
2024-01-04,156000,8100,Norte
2024-01-05,151000,8000,Sur
2024-01-06,164000,8600,Este
2024-01-07,137000,7200,Oeste
2024-01-08,159000,8300,Norte
2024-01-09,149000,7900,Sur
2024-01-10,162000,8500,Este
2024-01-11,134000,7100,Oeste
2024-01-12,157000,8000,Norte
2024-01-13,148000,7700,Sur
2024-01-14,160000,8300,Este
2024-01-15,133000,7000,Oeste
2024-01-16,154000,7900,Norte
2024-01-17,146000,7600,Sur
2024-01-18,161000,8400,Este
2024-01-19,139000,7400,Oeste
2024-01-20,152000,7800,Norte
2024-01-21,148000,8100,Sur
2024-01-22,161000,8500,Este
2024-01-23,135000,7200,Oeste
2024-01-24,155000,8000,Norte
2024-01-25,149000,7900,Sur
2024-01-26,163000,8600,Este
2024-01-27,138000,7300,Oeste
2024-01-28,158000,8200,Norte
2024-01-29,150000,8000,Sur
2024-01-30,165000,8700,Este
2024-01-31,132000,7000,Oeste
2024-02-01,153000,7900,Norte
2024-02-02,147000,7800,Sur
2024-02-03,160000,8400,Este
2024-02-04,136000,7100,Oeste
2024-02-05,156000,8100,Norte
2024-02-06,151000,8000,Sur
2024-02-07,164000,8600,Este
2024-02-08,137000,7200,Oeste
2024-02-09,159000,8300,Norte
2024-02-10,149000,7900,Sur
2024-02-11,162000,8500,Este
2024-02-12,134000,7100,Oeste
2024-02-13,157000,8000,Norte
2024-02-14,148000,7700,Sur
2024-02-15,160000,8300,Este
2024-02-16,133000,7000,Oeste
2024-02-17,154000,7900,Norte
2024-02-18,146000,7600,Sur
2024-02-19,161000,8400,Este
2024-02-20,139000,7400,Oeste
2024-02-21,152000,7800,Norte
2024-02-22,148000,8100,Sur
2024-02-23,161000,8500,Este
2024-02-24,135000,7200,Oeste
2024-02-25,155000,8000,Norte
2024-02-26,149000,7900,Sur
2024-02-27,163000,8600,Este
2024-02-28,138000,7300,Oeste
2024-02-29,158000,8200,Norte
2024-03-01,150000,8000,Sur
2024-03-02,165000,8700,Este
2024-03-03,132000,7000,Oeste
2024-03-04,153000,7900,Norte
2024-03-05,147000,7800,Sur
2024-03-06,160000,8400,Este
2024-03-07,136000,7100,Oeste
2024-03-08,156000,8100,Norte
2024-03-09,151000,8000,Sur
2024-03-10,164000,8600,Este
2024-03-11,137000,7200,Oeste
2024-03-12,159000,8300,Norte
2024-03-13,149000,7900,Sur
2024-03-14,162000,8500,Este
2024-03-15,134000,7100,Oeste
2024-03-16,157000,8000,Norte
2024-03-17,148000,7700,Sur
2024-03-18,160000,8300,Este
2024-03-19,133000,7000,Oeste
2024-03-20,154000,7900,Norte
2024-03-21,146000,7600,Sur
2024-03-22,161000,8400,Este
2024-03-23,139000,7400,Oeste
2024-03-24,152000,7800,Norte
2024-03-25,148000,8100,Sur
2024-03-26,161000,8500,Este
2024-03-27,135000,7200,Oeste
2024-03-28,155000,8000,Norte
2024-03-29,149000,7900,Sur
2024-03-30,163000,8600,Este
2024-03-31,138000,7300,Oeste
2024-04-01,158000,8200,Norte
2024-04-02,150000,8000,Sur
2024-04-03,165000,8700,Este
2024-04-04,132000,7000,Oeste
2024-04-05,153000,7900,Norte
2024-04-06,147000,7800,Sur
2024-04-07,160000,8400,Este
2024-04-08,136000,7100,Oeste
2024-04-09,156000,8100,Norte
2024-04-10,151000,8000,Sur
2024-04-11,164000,8600,Este
2024-04-12,137000,7200,Oeste
2024-04-13,159000,8300,Norte
2024-04-14,149000,7900,Sur
2024-04-15,162000,8500,Este
2024-04-16,134000,7100,Oeste
2024-04-17,157000,8000,Norte
2024-04-18,148000,7700,Sur
2024-04-19,160000,8300,Este
2024-04-20,133000,7000,Oeste
2024-04-21,154000,7900,Norte
2024-04-22,146000,7600,Sur
2024-04-23,161000,8400,Este
2024-04-24,139000,7400,Oeste
2024-04-25,152000,7800,Norte
2024-04-26,148000,8100,Sur
2024-04-27,161000,8500,Este
2024-04-28,135000,7200,Oeste
2024-04-29,155000,8000,Norte
2024-04-30,149000,7900,Sur
2024-05-01,163000,8600,Este
2024-05-02,138000,7300,Oeste
2024-05-03,158000,8200,Norte
2024-05-04,150000,8000,Sur
2024-05-05,165000,8700,Este
2024-05-06,132000,7000,Oeste
2024-05-07,153000,7900,Norte
2024-05-08,147000,7800,Sur
2024-05-09,160000,8400,Este
2024-05-10,136000,7100,Oeste
2024-05-11,156000,8100,Norte
2024-05-12,151000,8000,Sur
2024-05-13,164000,8600,Este
2024-05-14,137000,7200,Oeste
2024-05-15,159000,8300,Norte
2024-05-16,149000,7900,Sur
2024-05-17,162000,8500,Este
2024-05-18,134000,7100,Oeste
2024-05-19,157000,8000,Norte
2024-05-20,148000,7700,Sur
2024-05-21,160000,8300,Este
2024-05-22,133000,7000,Oeste
2024-05-23,154000,7900,Norte
2024-05-24,146000,7600,Sur
2024-05-25,161000,8400,Este
2024-05-26,139000,7400,Oeste
2024-05-27,152000,7800,Norte
2024-05-28,148000,8100,Sur
2024-05-29,161000,8500,Este
2024-05-30,135000,7200,Oeste
2024-05-31,155000,8000,Norte
2024-06-01,149000,7900,Sur
2024-06-02,163000,8600,Este
2024-06-03,138000,7300,Oeste
2024-06-04,158000,8200,Norte
2024-06-05,150000,8000,Sur
2024-06-06,165000,8700,Este
2024-06-07,132000,7000,Oeste
2024-06-08,153000,7900,Norte
2024-06-09,147000,7800,Sur
2024-06-10,160000,8400,Este
2024-06-11,136000,7100,Oeste
2024-06-12,156000,8100,Norte
2024-06-13,151000,8000,Sur
2024-06-14,164000,8600,Este
2024-06-15,137000,7200,Oeste
2024-06-16,159000,8300,Norte
2024-06-17,149000,7900,Sur
2024-06-18,162000,8500,Este
2024-06-19,134000,7100,Oeste
2024-06-20,157000,8000,Norte
2024-06-21,148000,7700,Sur
2024-06-22,160000,8300,Este
2024-06-23,133000,7000,Oeste
2024-06-24,154000,7900,Norte
2024-06-25,146000,7600,Sur
2024-06-26,161000,8400,Este
2024-06-27,139000,7400,Oeste
2024-06-28,152000,7800,Norte
2024-06-29,148000,8100,Sur
2024-06-30,161000,8500,Este
2024-07-01,135000,7200,Oeste
2024-07-02,155000,8000,Norte
2024-07-03,149000,7900,Sur
2024-07-04,163000,8600,Este
2024-07-05,138000,7300,Oeste
2024-07-06,158000,8200,Norte
2024-07-07,150000,8000,Sur
2024-07-08,165000,8700,Este
2024-07-09,132000,7000,Oeste
2024-07-10,153000,7900,Norte
2024-07-11,147000,7800,Sur
2024-07-12,160000,8400,Este
2024-07-13,136000,7100,Oeste
2024-07-14,156000,8100,Norte
2024-07-15,151000,8000,Sur
2024-07-16,164000,8600,Este
2024-07-17,137000,7200,Oeste
2024-07-18,159000,8300,Norte
2024-07-19,149000,7900,Sur
2024-07-20,162000,8500,Este
2024-07-21,134000,7100,Oeste
2024-07-22,157000,8000,Norte
2024-07-23,148000,7700,Sur
2024-07-24,160000,8300,Este
2024-07-25,133000,7000,Oeste
2024-07-26,154000,7900,Norte
2024-07-27,146000,7600,Sur
2024-07-28,161000,8400,Este
2024-07-29,139000,7400,Oeste
2024-07-30,152000,7800,Norte
2024-07-31,148000,8100,Sur
2024-08-01,161000,8500,Este
2024-08-02,135000,7200,Oeste
2024-08-03,155000,8000,Norte
2024-08-04,149000,7900,Sur
2024-08-05,163000,8600,Este
2024-08-06,138000,7300,Oeste
2024-08-07,158000,8200,Norte
2024-08-08,150000,8000,Sur
2024-08-09,165000,8700,Este
2024-08-10,132000,7000,Oeste
2024-08-11,153000,7900,Norte
2024-08-12,147000,7800,Sur
2024-08-13,160000,8400,Este
2024-08-14,136000,7100,Oeste
2024-08-15,156000,8100,Norte
2024-08-16,151000,8000,Sur
2024-08-17,164000,8600,Este
2024-08-18,137000,7200,Oeste
2024-08-19,159000,8300,Norte
2024-08-20,149000,7900,Sur
2024-08-21,162000,8500,Este
2024-08-22,134000,7100,Oeste
2024-08-23,157000,8000,Norte
2024-08-24,148000,7700,Sur
2024-08-25,160000,8300,Este
2024-08-26,133000,7000,Oeste
2024-08-27,154000,7900,Norte
2024-08-28,146000,7600,Sur
2024-08-29,161000,8400,Este
2024-08-30,139000,7400,Oeste
2024-08-31,152000,7800,Norte
2024-09-01,148000,8100,Sur
2024-09-02,161000,8500,Este
2024-09-03,135000,7200,Oeste
2024-09-04,155000,8000,Norte
2024-09-05,149000,7900,Sur
2024-09-06,163000,8600,Este
2024-09-07,138000,7300,Oeste
2024-09-08,158000,8200,Norte
2024-09-09,150000,8000,Sur
2024-09-10,165000,8700,Este
2024-09-11,132000,7000,Oeste
2024-09-12,153000,7900,Norte
2024-09-13,147000,7800,Sur
2024-09-14,160000,8400,Este
2024-09-15,136000,7100,Oeste
